Sl. No,State,District,Assessment Unit  Name,Assessment Unit Type,Recharge Worthy Area(Ha),Total Annual  Ground Water (Ham) Recharge,Annual Extractable Ground Water Resource  (Ham),Total  Ground Water Extraction  (Ham),Stage of Ground Water  Extraction (%),Categorization
825,ASSAM,GOLAGHAT,GAMARIGURI,BLOCK,30567,9846.89,8861.69,556.22,6.276680859,Safe
826,ASSAM,GOLAGHAT,GOLAGHAT CENTRAL,BLOCK,26842,8447.22,7509.55,545.2,7.26008882,Safe
827,ASSAM,GOLAGHAT,GOLAGHAT EAST,BLOCK,38330,12103.52,10453.54,608.26,5.818698737,Safe
828,ASSAM,GOLAGHAT,GOLAGHAT NORTH,BLOCK,12881,4137.86,3721.41,231.12,6.210549227,Safe
829,ASSAM,GOLAGHAT,GOLAGHAT SOUTH,BLOCK,87000,27454.76,24709.28,1386.07,5.609511892,Safe
830,ASSAM,GOLAGHAT,GOLAGHAT WEST,BLOCK,107749,33681.64,29447.82,1674.94,5.687823411,Safe
831,ASSAM,GOLAGHAT,KAKODONGA,BLOCK,10375,3258.75,2932.88,256.77,8.754875754,Safe
832,ASSAM,GOLAGHAT,MORONGI,BLOCK,34396,10679,9359.45,687.21,7.342418625,Safe
833,ASSAM,HAILAKANDI,ALGAPUR,BLOCK,14802,4232.35,3562,98.72,2.771476698,Safe
834,ASSAM,HAILAKANDI,HAILAKANDI,BLOCK,15852,4571.59,3019.17,135.74,4.495937625,Safe
835,ASSAM,HAILAKANDI,KATLICHERRA,BLOCK,35484,10163.54,5410.15,59.59,1.101448204,Safe
836,ASSAM,HAILAKANDI,LALA,BLOCK,15747,4600.85,2858.17,165.06,5.775023879,Safe
837,ASSAM,HAILAKANDI,SOUTH HAILAKANDI,BLOCK,23096,6855.22,6026.48,82.15,1.363150629,Safe
838,ASSAM,JORHAT,JORHAT,BLOCK,29198,12154.63,4286.59,1083.84,25.28443355,Safe
839,ASSAM,JORHAT,JORHAT CENTRAL,BLOCK,22353,9131.31,3542.59,560.88,15.83248414,Safe
840,ASSAM,JORHAT,JORHAT EAST,BLOCK,19028,13091.48,9124.8,528.62,5.793222865,Safe
841,ASSAM,JORHAT,KALIAPANI,BLOCK,22073,9039.77,3789.88,542.81,14.32261707,Safe
842,ASSAM,JORHAT,MAJULI,BLOCK,78234,31980.32,12335.11,1728.57,14.01341374,Safe
843,ASSAM,JORHAT,NORTH WEST JORHAT,BLOCK,26711,12430.75,5305.15,701.28,13.21885338,Safe
844,ASSAM,JORHAT,TITABOR,BLOCK,40179,24963.76,12299.68,1068.88,8.69030739,Safe
845,ASSAM,JORHAT,UJANI MAJULI,BLOCK,41632,16852.93,6829.94,923.3,13.51842037,Safe
846,ASSAM,KAMRUP,BEZERA (PART),BLOCK,11115,3249.09,2924.18,1285.46,43.95967417,Safe
847,ASSAM,KAMRUP,BIHDIYA JAJIKONA,BLOCK,12625,4488.49,3338.55,1080.2,32.35536386,Safe
848,ASSAM,KAMRUP,BOKO,BLOCK,39191,13828.5,9441.44,3516.37,37.24400092,Safe
849,ASSAM,KAMRUP,BONGAON,BLOCK,13567,4658.15,3644.29,1865.61,51.19268774,Safe
850,ASSAM,KAMRUP,CHAMARIA,BLOCK,31037,10534.22,8145.52,2420.17,29.71166973,Safe
851,ASSAM,KAMRUP,CHAYANI BARDUAR,BLOCK,23856,8111.02,6945.86,2216.99,31.9181498,Safe
852,ASSAM,KAMRUP,CHAYGAON,BLOCK,14468,4933.14,4426.71,1194.89,26.99273275,Safe
853,ASSAM,KAMRUP,GOROIMARI,BLOCK,15329,5189.23,4492.67,1247.87,27.77568795,Safe
854,ASSAM,KAMRUP,HAJO,BLOCK,25408,7342.5,4814.14,2090.91,43.43267956,Safe
855,ASSAM,KAMRUP,KAMALPUR,BLOCK,13379,3897.92,2091.61,1178.25,56.33220342,Safe
856,ASSAM,KAMRUP,RAMPUR,BLOCK,15781,5347.61,4797.74,1322.79,27.5711064,Safe
857,ASSAM,KAMRUP,RANGIA,BLOCK,18268,7589.34,6830.4,1522.7,22.29298431,Safe
858,ASSAM,KAMRUP,RANI (PART),BLOCK,15966,4877,4228.71,2094.25,49.5245595,Safe
859,ASSAM,KAMRUP,SUALKUCHI,BLOCK,13034,4432.28,1825.33,1025.69,56.19203103,Safe
860,ASSAM,KAMRUP (M),CHANDRAPUR,BLOCK,13761,7511.13,6644.45,586.16,8.821798644,Safe
861,ASSAM,KAMRUP (M),DIMORIA,BLOCK,24770,13501.97,9776.94,1209.58,12.37176458,Safe
862,ASSAM,KAMRUP (M),GUWAHATI,BLOCK,20042,5676.84,4146.65,3240.16,78.13922082,Semi Critical
863,ASSAM,KAMRUP (M),RANI (PART),BLOCK,7339,3097.25,2800.43,272.9,9.744932028,Safe
864,ASSAM,KARBI ANGLONG,AMRI,BLOCK,19683,3918.28,3526.45,146.54,4.155453785,Safe
865,ASSAM,KARBI ANGLONG,BOKAJAN,BLOCK,107271,24624.47,21302.47,513.95,2.412631024,Safe
866,ASSAM,KARBI ANGLONG,CHINTHONG,BLOCK,32805,6522.67,5870.41,189.88,3.23452706,Safe
867,ASSAM,KARBI ANGLONG,HOWRAGHAT,BLOCK,31492,7223.14,2044.36,314.1,15.36422157,Safe
868,ASSAM,KARBI ANGLONG,LANGSOMEPI,BLOCK,32805,5485.26,3949.44,167.74,4.247184411,Safe
869,ASSAM,KARBI ANGLONG,LUMBAJONG,BLOCK,131218,26004.09,23342.61,472.31,2.023381276,Safe
870,ASSAM,KARBI ANGLONG,NILIP,BLOCK,44942,8937.93,8044.13,211.12,2.624522478,Safe
871,ASSAM,KARBI ANGLONG,RONGKHANG,BLOCK,45926,9114.26,8134.89,417.61,5.133566649,Safe
872,ASSAM,KARBI ANGLONG,RONGMONGWAY,BLOCK,45926,9135.15,6958.37,180.97,2.600752763,Safe
873,ASSAM,KARBI ANGLONG,SAMELANGSO,BLOCK,52487,10423.65,4158.93,230.84,5.550466105,Safe
874,ASSAM,KARBI ANGLONG,SOCHENG,BLOCK,111535,22106.95,19896.25,193.41,0.972092731,Safe
875,ASSAM,KARIMGANJ,BADARPUR,BLOCK,14418,5303.46,2108.96,185.98,8.818564601,Safe
876,ASSAM,KARIMGANJ,DULLAVCHERRA,BLOCK,42750,15794.47,9496.6,206.65,2.176041952,Safe
877,ASSAM,KARIMGANJ,LOWAIRPOA,BLOCK,40236,14811.39,10663.74,176.1,1.6513906,Safe
878,ASSAM,KARIMGANJ,NORTH KARIMGANJ,BLOCK,11400,3635.46,3271.92,165.49,5.057886501,Safe
879,ASSAM,KARIMGANJ,PATHARKANDI,BLOCK,21124,7774.76,2351.34,214.94,9.141170567,Safe
880,ASSAM,KARIMGANJ,RAMKRISHNA NAGAR,BLOCK,17938,6599.54,2619.68,131.12,5.005191474,Safe
881,ASSAM,KARIMGANJ,SOUTH KARIMGANJ,BLOCK,19782,7270.54,1608.5,335.53,20.85980727,Safe
882,ASSAM,KOKRAJHAR,BILASIPARA (PART),BLOCK,1308,717.12,645.41,34.86,5.401217831,Safe
883,ASSAM,KOKRAJHAR,CHAPAR-SALKOCHA (PART),BLOCK,7620,4180.51,3762.45,217.92,5.791970657,Safe
884,ASSAM,KOKRAJHAR,DEBITOLA (PART),BLOCK,37936,21116.33,18111.98,819.41,4.524132646,Safe
885,ASSAM,KOKRAJHAR,DOTOMA,BLOCK,30087,16915.63,14598.22,859.54,5.887978123,Safe
886,ASSAM,KOKRAJHAR,GOLAKGANJ (PART),BLOCK,2191,1219.95,1085.62,48.47,4.464729832,Safe
887,ASSAM,KOKRAJHAR,GOSSAIGAON,BLOCK,27143,15114.73,12938.42,748.96,5.788651165,Safe
888,ASSAM,KOKRAJHAR,HATIDHURA (PART),BLOCK,9157,5099.88,4575.25,254.5,5.562537566,Safe
889,ASSAM,KOKRAJHAR,KACHUGAON,BLOCK,98436,54807.2,46546.07,2267.8,4.87216214,Safe
890,ASSAM,KOKRAJHAR,KOKRAJHAR,BLOCK,99744,55464.27,49379.88,2440.75,4.942802615,Safe
891,ASSAM,KOKRAJHAR,MAHAMAYA (PART),BLOCK,654,358.48,310.13,75.48,24.33818076,Safe
892,ASSAM,KOKRAJHAR,RUPSI (PART),BLOCK,12754,7097.72,5915.06,291.14,4.922012625,Safe
893,ASSAM,LAKHIMPUR,BIHPURIA,BLOCK,13046,6413.07,4206.71,562.25,13.3655517,Safe
894,ASSAM,LAKHIMPUR,BOGINADI,BLOCK,36214,17811.83,9288.78,997.68,10.74070007,Safe
895,ASSAM,LAKHIMPUR,DHAKUAKHANA,BLOCK,26992,15655.15,11474.51,783.86,6.831315673,Safe
896,ASSAM,LAKHIMPUR,GHILAMARA,BLOCK,26767,14486.79,11562.66,685.45,5.928134184,Safe
897,ASSAM,LAKHIMPUR,KARUNABARI,BLOCK,20244,11737.03,7368.47,769.03,10.43676638,Safe
898,ASSAM,LAKHIMPUR,LAKHIMPUR,BLOCK,22492,13048.37,7217.63,844.63,11.7023178,Safe
899,ASSAM,LAKHIMPUR,NARAYANPUR,BLOCK,30815,15148.14,7907.24,900.42,11.38728558,Safe
900,ASSAM,LAKHIMPUR,NOWBOICHA,BLOCK,22493,11055.21,5118.93,709.59,13.86207664,Safe
901,ASSAM,LAKHIMPUR,TELAHI,BLOCK,25867,12715.71,7406.01,673.08,9.088294507,Safe
902,ASSAM,MORIGAON,BATADRABA (PART),BLOCK,596,202.18,124.76,71.71,57.47835845,Safe
903,ASSAM,MORIGAON,BHURBANDHA,BLOCK,27279,8406.25,5319.61,2341.33,44.01318894,Safe
904,ASSAM,MORIGAON,DULONGGHAT (PART),BLOCK,7155,2423.17,1262.52,595.92,47.20083642,Safe
905,ASSAM,MORIGAON,KAPILI (PART),BLOCK,5366,2236.48,1432.03,483.35,33.75278451,Safe
906,ASSAM,MORIGAON,LAHARIGHAT,BLOCK,36968,13446.1,10750.23,3174.95,29.53378672,Safe
907,ASSAM,MORIGAON,MAIRABARI (PART),BLOCK,11180,3203.16,2926.46,1087.13,37.14829521,Safe
908,ASSAM,MORIGAON,MAYANG,BLOCK,60522,19123.83,15797.81,5403.39,34.20341174,Safe
909,ASSAM,NAGAON,BAJIAGAON,BLOCK,17735,6038.53,3309.94,1281.94,38.73000719,Safe
910,ASSAM,NAGAON,BARHAMPUR,BLOCK,15848,4748.81,2283.92,1232,53.94234474,Safe
911,ASSAM,NAGAON,BATADRABA (PART),BLOCK,11320,7402.58,5193.36,851.43,16.39458847,Safe
912,ASSAM,NAGAON,BINNAKANDI,BLOCK,18867,6680.03,4488.67,1943.07,43.28832371,Safe
913,ASSAM,NAGAON,DHAL PUKHURI,BLOCK,29433,10022.01,8623.88,2169.05,25.15167187,Safe
914,ASSAM,NAGAON,DULONGGHAT (PART),BLOCK,6415,12084.93,10083.84,462.39,4.585455541,Safe
915,ASSAM,NAGAON,JUGIJAN,BLOCK,27169,7763.3,4800.98,2034.06,42.36759995,Safe
916,ASSAM,NAGAON,JURIA,BLOCK,15094,5146.69,3128.46,1228,39.25253959,Safe
917,ASSAM,NAGAON,KALIABOR,BLOCK,15470,5283.06,3865.58,1235.51,31.9618272,Safe
918,ASSAM,NAGAON,KAPILI (PART),BLOCK,11320,3842.8,2514.07,706.12,28.0867279,Safe
919,ASSAM,NAGAON,KATHIATOLI,BLOCK,34715,12799.03,7529.44,2567.93,34.10519242,Safe
920,ASSAM,NAGAON,KHAGORIJAN,BLOCK,10566,4104.01,3693.61,1097.66,29.71780995,Safe
921,ASSAM,NAGAON,LAOKHOWA,BLOCK,7547,2581.4,1848.47,652.75,35.31298858,Safe
922,ASSAM,NAGAON,LUMDING,BLOCK,63393,21614.27,19137.83,4716.06,24.64260577,Safe
923,ASSAM,NAGAON,MAIRABARI (PART),BLOCK,7547,2154.59,1457.28,586.87,40.27160189,Safe
924,ASSAM,NAGAON,PACHIM-KALIABOR,BLOCK,17358,4963.83,2799.74,1300.59,46.45395644,Safe
925,ASSAM,NAGAON,PAKHIMARIA,BLOCK,7169,2047.92,956.15,523,54.69853057,Safe
926,ASSAM,NAGAON,RAHA,BLOCK,26414,8998.41,5890.98,1906.31,32.3598111,Safe
927,ASSAM,NAGAON,RUPAHI,BLOCK,15471,5267.81,2899.75,1121.11,38.66229847,Safe
928,ASSAM,NAGAON,UDALI,BLOCK,18490,6295.65,5627.02,1425,25.32423912,Safe
929,ASSAM,NALBARI,BARBHAG,BLOCK,7047,2424.12,2181.71,542.07,24.84610695,Safe
930,ASSAM,NALBARI,BARIGOG BANBHAG,BLOCK,14301,4786.39,4307.75,1078.53,25.03696825,Safe
931,ASSAM,NALBARI,BARKHETRI,BLOCK,37825,10772.13,9694.91,2803.82,28.92053665,Safe
932,ASSAM,NALBARI,MADHUPUR,BLOCK,6943,2330.34,2097.31,542.01,25.84310379,Safe
933,ASSAM,NALBARI,PACHIM NALBARI,BLOCK,13886,4660.92,4194.82,1057.56,25.21109368,Safe
934,ASSAM,NALBARI,PUB NALBARI,BLOCK,12954,4348.03,3913.22,1058.23,27.04243564,Safe
935,ASSAM,NALBARI,TIHU (PART),BLOCK,10674,3582.88,3224.6,832.35,25.81250388,Safe
936,ASSAM,SIBSAGAR,AMGURI,BLOCK,13725,5894.65,5305.18,207.37,3.90882119,Safe
937,ASSAM,SIBSAGAR,DEMOW,BLOCK,58710,25126.13,17961.76,879.53,4.896680503,Safe
938,ASSAM,SIBSAGAR,GOURISAGAR,BLOCK,31841,11735.31,9597.34,574.65,5.987596563,Safe
939,ASSAM,SIBSAGAR,LAKWA,BLOCK,9256,3941.79,3547.61,183.39,5.169395734,Safe
940,ASSAM,SIBSAGAR,NAZIRA,BLOCK,23801,10181.84,9152.3,439.21,4.798903008,Safe
941,ASSAM,SIBSAGAR,PACHIM ABHYAPURI,BLOCK,24938,10620.44,9558.4,425.03,4.446664714,Safe
942,ASSAM,SIBSAGAR,SAPEKHATI,BLOCK,40014,17402.7,16330.22,664.26,4.067673308,Safe
943,ASSAM,SIBSAGAR,SIBSAGAR,BLOCK,33322,14313.34,12069.65,684.87,5.674315328,Safe
944,ASSAM,SIBSAGAR,SONARI,BLOCK,28852,12286.69,10914.07,494.8,4.533597457,Safe
945,ASSAM,SONITPUR,BAGHMARA,BLOCK,24327,7400.51,6657.2,616.1,9.254641591,Safe
946,ASSAM,SONITPUR,BALIPARA,BLOCK,33360,9895.63,6539.3,1102.37,16.85761473,Safe
947,ASSAM,SONITPUR,BARCHALA,BLOCK,46190,16160.65,10980.74,1230.08,11.20215942,Safe
948,ASSAM,SONITPUR,BEHALI,BLOCK,35926,10722.12,9029.83,806.47,8.931175891,Safe
949,ASSAM,SONITPUR,BIHAGURI,BLOCK,56455,19749.93,15896.92,1157.7,7.282542782,Safe
950,ASSAM,SONITPUR,BISWANATH,BLOCK,21145,9001.1,8100.99,541.66,6.686343274,Safe
951,ASSAM,SONITPUR,CHAIDUAR,BLOCK,51322,15561.85,8224.38,1159.12,14.09370676,Safe
952,ASSAM,SONITPUR,CHATIA,BLOCK,41058,14464.47,12902.09,951.96,7.378339478,Safe
953,ASSAM,SONITPUR,DHEKIAJULI,BLOCK,71440,28916.81,24986.41,1791.84,7.171258296,Safe
954,ASSAM,SONITPUR,GABHARU,BLOCK,47011,15706.98,11223.06,1294.95,11.53829704,Safe
955,ASSAM,SONITPUR,NADUAR,BLOCK,25661,7928.37,6764.8,648.19,9.581805818,Safe
956,ASSAM,SONITPUR,PUB-CHAIDUAR,BLOCK,25661,9185.18,3463.9,718.07,20.73010191,Safe
957,ASSAM,SONITPUR,RANGAPARA,BLOCK,15397,5389.69,4082.69,545.28,13.35590015,Safe
958,ASSAM,SONITPUR,SAKOMATHA,BLOCK,18271,6713.4,6042.06,494.14,8.178336528,Safe
959,ASSAM,TINSUKIA,GUIJAN,BLOCK,33458,13787.09,12139.82,655.24,5.397444114,Safe
960,ASSAM,TINSUKIA,HAPJAN,BLOCK,66879,27813.6,24326.89,1291.09,5.307254647,Safe
961,ASSAM,TINSUKIA,ITAKHULI,BLOCK,18551,7713.29,6908.42,726.74,10.51962677,Safe
962,ASSAM,TINSUKIA,KAKOPATHAR,BLOCK,33235,15601.99,12912.63,887.46,6.872805927,Safe
963,ASSAM,TINSUKIA,MARGHERITA,BLOCK,96954,40369.97,35185.22,1404.58,3.991960261,Safe
964,ASSAM,TINSUKIA,SADIYA,BLOCK,89222,37114.21,25811.58,1072.7,4.155886621,Safe
965,ASSAM,TINSUKIA,SAIKHOWA,BLOCK,33458,13917.69,11212.38,431.95,3.852438109,Safe
966,ASSAM,UDALGURI,BARCHALA,BLOCK,7366.22,2551.38,2296.25,193.8,8.439847578,Safe
967,ASSAM,UDALGURI,BECHIMARI (PART),BLOCK,6145.19,2128.99,1916.09,193.71,10.10965038,Safe
968,ASSAM,UDALGURI,BHERGAON,BLOCK,46038.87,18126.89,15542.35,1421.31,9.144756102,Safe
969,ASSAM,UDALGURI,KALAIGAON (PART),BLOCK,16614.03,5772.81,2930.79,560.02,19.10815855,Safe
970,ASSAM,UDALGURI,KHOIRABARI (PART),BLOCK,8607.27,2981.94,2683.74,275.35,10.25993576,Safe
971,ASSAM,UDALGURI,MAJBAT,BLOCK,39973.75,12033.13,6177.59,1165.88,18.87273192,Safe
972,ASSAM,UDALGURI,PACHIM-MANGALDAI,BLOCK,200.17,69.36,62.43,7.65,12.25372417,Safe
973,ASSAM,UDALGURI,PUB-MANGALDAI (PART),BLOCK,3803.21,1317.59,1185.83,110.13,9.287165951,Safe
974,ASSAM,UDALGURI,ROWTA,BLOCK,11870.02,3650.92,1740.09,429.81,24.70044653,Safe
975,ASSAM,UDALGURI,UDALGURI,BLOCK,59550.28,23712.8,14757.82,1803.31,12.21935218,Safe
976,BIHAR,ARARIA,NARPATGANJ,BLOCK,38171,22305.76,20492.84,2361.81,11.52504972,Safe
977,BIHAR,ARARIA,FORBESGANJ,BLOCK,42652,30290.65,27461.89,3043.64,11.08314104,Safe
978,BIHAR,ARARIA,BHARGAMA,BLOCK,23326,20655.45,18589.9,7354.29,39.56067542,Safe
979,BIHAR,ARARIA,ARARIA,BLOCK,40097,20998.64,18898.78,2504.29,13.251067,Safe
980,BIHAR,ARARIA,Kursakanta,BLOCK,16340,6423.93,5781.53,2021.03,34.95666372,Safe
981,BIHAR,ARARIA,JOKIHAT,BLOCK,27234,13147.64,11832.87,5146.67,43.49468895,Safe
982,BIHAR,ARARIA,PALASI,BLOCK,24787,9721.87,8749.68,4101.63,46.87748581,Safe
983,BIHAR,ARARIA,RANIGANJ,BLOCK,47198,29444.83,27033.19,3259.17,12.05617983,Safe
984,BIHAR,ARARIA,SIKTI,BLOCK,19132,7181.12,6463,2161.43,33.44313786,Safe
985,BIHAR,ARWAL,KURTHA,BLOCK,8929,2365.65,2213.04,1403.25,63.4082529,Safe
986,BIHAR,ARWAL,KARPI,BLOCK,19493,4793.31,4313.98,2303.36,53.39292254,Safe
987,BIHAR,ARWAL,Sonbhadra Banshi Surypur,BLOCK,8996,2539.17,2285.26,963.08,42.14312595,Safe
988,BIHAR,ARWAL,KALER,BLOCK,14083,6321.67,5689.5,2886.27,50.72976536,Safe
989,BIHAR,ARWAL,ARWAL,BLOCK,12182,5131.26,4618.14,1656.37,35.8666043,Safe
990,BIHAR,AURANGABAD,GOH,BLOCK,30285,14413.83,12972.44,4220.54,32.5346658,Safe
991,BIHAR,AURANGABAD,RAFIGANJ,BLOCK,32143,10356.88,9321.18,4114.99,44.14666383,Safe
992,BIHAR,AURANGABAD,DAUDNAGAR,BLOCK,19662,10203.91,9183.52,1769.3,19.26603307,Safe
993,BIHAR,AURANGABAD,AURANGABAD,BLOCK,28687,13309.97,12158.2,3643.54,29.96775839,Safe
994,BIHAR,AURANGABAD,BARUN,BLOCK,31049,13911.27,12674.22,2350.87,18.54843927,Safe
995,BIHAR,AURANGABAD,NABINAGAR,BLOCK,53906,17057.23,15351.51,4227.63,27.53885448,Safe
996,BIHAR,AURANGABAD,DEO,BLOCK,20277,9334.72,8477.49,1415.6,16.69833878,Safe
997,BIHAR,AURANGABAD,KUTUMBA,BLOCK,25961,12222.81,11000.53,4135.57,37.59427955,Safe
998,BIHAR,AURANGABAD,MADANPUR,BLOCK,26904,11552.37,10397.13,3348.21,32.20321377,Safe
999,BIHAR,AURANGABAD,HASPURA,BLOCK,13678,7290.43,6561.39,2692.52,41.03581711,Safe
1000,BIHAR,AURANGABAD,OBRA,BLOCK,26502,12872.37,11628.62,3955.09,34.0116884,Safe
1001,BIHAR,BANKA,BARAHAT,BLOCK,14728,4452.53,4108.88,1208.08,29.4016861,Safe
1002,BIHAR,BANKA,Rajoun,BLOCK,19751,6062.11,5455.89,3533.27,64.76065317,Safe
1003,BIHAR,BANKA,AMARPUR,BLOCK,18625,5853.3,5267.97,3676.41,69.78798285,Safe
1004,BIHAR,BANKA,Dhoraiya,BLOCK,23414,5380.98,4842.88,3382.13,69.83716301,Safe
1005,BIHAR,BANKA,Fullidumar,BLOCK,14786,4051.29,3646.16,1233.2,33.82188384,Safe
1006,BIHAR,BANKA,SHAMBHUGANJ,BLOCK,17975,5848.31,5263.47,3402.93,64.65183615,Safe
1007,BIHAR,BANKA,BELHAR,BLOCK,17768,6085.84,5477.26,1445.19,26.38527293,Safe
1008,BIHAR,BANKA,Chandan,BLOCK,30763,6855.73,6170.16,871.78,14.1289691,Safe
1009,BIHAR,BANKA,Katoriya,BLOCK,56057,12218.8,10996.92,2377.24,21.61732558,Safe
1010,BIHAR,BANKA,Bounsi,BLOCK,23471,6380.35,5742.31,1441.1,25.0961721,Safe
1011,BIHAR,BANKA,BANKA,BLOCK,29962,7039.86,6660.78,1843.5,27.67693874,Safe
1012,BIHAR,BEGUSARAI,Cheria Bariyarpur,BLOCK,10387,3286.55,2957.9,1967.84,66.5282802,Safe
1013,BIHAR,BEGUSARAI,SAHEBPUR KAMAL,BLOCK,14440,4342.21,3907.98,2624.17,67.14901305,Safe
1014,BIHAR,BEGUSARAI,BALIA,BLOCK,14888,4376.59,3938.92,2672.27,67.84270815,Safe
1015,BIHAR,BEGUSARAI,Chhorahi,BLOCK,10299,3104.15,2793.72,1896.5,67.88439786,Safe
1016,BIHAR,BEGUSARAI,Garhpura,BLOCK,6135,1835.64,1652.07,1102.81,66.75322474,Safe
1017,BIHAR,BEGUSARAI,BARAUNI,BLOCK,12167,3521.16,3169.04,2160.25,68.16733143,Safe
1018,BIHAR,BEGUSARAI,BAKHRI,BLOCK,7719,2541.96,2287.76,1567.6,68.52117355,Safe
1019,BIHAR,BEGUSARAI,Bhagawanpur,BLOCK,11343,3333.16,2999.84,2055.11,68.50732039,Safe
1020,BIHAR,BEGUSARAI,BIRPUR,BLOCK,5164,1601.97,1441.77,1270.49,88.12015786,Semi Critical
1021,BIHAR,BEGUSARAI,KHUDABANDPUR,BLOCK,4727,1515.55,1364,1187.61,87.06818182,Semi Critical
1022,BIHAR,BEGUSARAI,Mansoorchak,BLOCK,4132,1201.33,1081.2,728.19,67.35016648,Safe
1023,BIHAR,BEGUSARAI,NAVKOTHI,BLOCK,5268,1771.09,1593.99,1307.51,82.02749076,Semi Critical
1024,BIHAR,BEGUSARAI,Samho-Akha-Kurha,BLOCK,6578,1928.9,1736.01,948.03,54.60970847,Safe
1025,BIHAR,BEGUSARAI,Teghra,BLOCK,14474,3981.59,3583.43,2212.08,61.73079982,Safe
1026,BIHAR,BEGUSARAI,Dandari,BLOCK,7050,2166.51,1949.86,1306.44,67.00173346,Safe
1027,BIHAR,BEGUSARAI,Matihani,BLOCK,17674,5004.05,4503.64,2431.24,53.98388859,Safe
1028,BIHAR,BEGUSARAI,Bachwara,BLOCK,14472,4268.3,3841.48,2779.82,72.36325583,Semi Critical
1029,BIHAR,BEGUSARAI,BEGUSARAI,BLOCK,22214,6525.66,5873.08,4008.55,68.25294394,Safe
1030,BIHAR,BHAGALPUR,SABOUR,BLOCK,11495,3094.15,2784.73,1059.96,38.06329518,Safe
1031,BIHAR,BHAGALPUR,BIHPUR,BLOCK,15208,4373.13,3935.82,1808.24,45.94315797,Safe
1032,BIHAR,BHAGALPUR,RANGRA CHOWK,BLOCK,11994,3353.26,3017.93,899.14,29.7932689,Safe
1033,BIHAR,BHAGALPUR,GOPALPUR,BLOCK,13257,3781.09,3402.99,1420.72,41.74916764,Safe
1034,BIHAR,BHAGALPUR,ISMAILPUR,BLOCK,8269,2331.89,2098.7,625.66,29.81178825,Safe
1035,BIHAR,BHAGALPUR,JAGDISHPUR,BLOCK,10993,3471.74,3256.57,1415.13,43.45461636,Safe
1036,BIHAR,BHAGALPUR,KAHALGAON,BLOCK,33584,10147.18,9132.45,3899.32,42.69741417,Safe
1037,BIHAR,BHAGALPUR,KHARIK,BLOCK,13157,3815.78,3434.19,1683.08,49.00951898,Safe
1038,BIHAR,BHAGALPUR,NARAYANPUR,BLOCK,14427,3955.08,3559.56,1002.94,28.17595433,Safe
1039,BIHAR,BHAGALPUR,NATHNAGAR,BLOCK,12608,3871.92,3484.73,1906.4,54.70725135,Safe
1040,BIHAR,BHAGALPUR,NAUGACHHIA,BLOCK,10670,3195.54,2875.99,1814.84,63.10314014,Safe
1041,BIHAR,BHAGALPUR,Pirpainty,BLOCK,35006,9402.57,8462.31,2150,25.40677427,Safe
1042,BIHAR,BHAGALPUR,Sanhoula,BLOCK,17420,6492.81,5843.52,2486.02,42.54319314,Safe
1043,BIHAR,BHAGALPUR,SHAHKUND,BLOCK,16818,6293.31,5663.98,2613.35,46.13981688,Safe
1044,BIHAR,BHAGALPUR,Gauradih,BLOCK,13425,4760.56,4284.5,1367.09,31.90780721,Safe
1045,BIHAR,BHAGALPUR,SULTANGANJ,BLOCK,21924,6404.11,6077.42,2170.87,35.72025629,Safe
1046,BIHAR,BHOJPUR,UDWANTNAGAR,BLOCK,17052,7236.28,6512.65,2668.9,40.98024614,Safe
1047,BIHAR,BHOJPUR,PIRO,BLOCK,21839,9923.35,8931.01,3850.21,43.11057764,Safe
1048,BIHAR,BHOJPUR,CHARPOKHRI,BLOCK,10931,6651.5,5986.35,2539.49,42.42134189,Safe
1049,BIHAR,BHOJPUR,GARHANI,BLOCK,11201,3554.46,3199.02,1863.17,58.24189908,Safe
1050,BIHAR,BHOJPUR,Barhara,BLOCK,20807,5147.46,4632.72,2288.7,49.40294255,Safe
1051,BIHAR,BHOJPUR,JAGDISHPUR,BLOCK,25778,10333.53,9300.18,5620.64,60.43581952,Safe
1052,BIHAR,BHOJPUR,SAHAR,BLOCK,12729,6009.29,5408.36,1042.45,19.2747894,Safe
1053,BIHAR,BHOJPUR,SANDESH,BLOCK,13009,4938.68,4444.81,2375.34,53.4407545,Safe
1054,BIHAR,BHOJPUR,Bihiya,BLOCK,14007,4254.79,3829.32,3386.47,88.43528355,Semi Critical
1055,BIHAR,BHOJPUR,Ara Sadar,BLOCK,18491,5571.04,5013.94,4442.75,88.607961,Semi Critical
1056,BIHAR,BHOJPUR,SHAHPUR,BLOCK,15143,4138.03,3724.22,2944.77,79.07078529,Semi Critical
1057,BIHAR,BHOJPUR,Agiaon,BLOCK,15599,6507.68,5856.91,1615.72,27.58656015,Safe
1058,BIHAR,BHOJPUR,KOILWAR,BLOCK,10846,3465.97,3119.37,2128.97,68.2499992,Safe
1059,BIHAR,BHOJPUR,TARARI,BLOCK,20098,10013.78,9012.4,3527.94,39.14539967,Safe
1060,BIHAR,BUXAR,Nawanagar,BLOCK,19790,4781.11,4303,1776.47,41.28445271,Safe
1061,BIHAR,BUXAR,CHAUSA,BLOCK,11010,3753.76,3474.69,2068.76,59.53797317,Safe
1062,BIHAR,BUXAR,ITARHI,BLOCK,23410,11592.24,10578.87,4156.22,39.28793907,Safe
